,Year,Julian_collection,Sex,Site,TL_cm,SL_cm,HW_cm,Mass_g,Papilla_cm,Acces_gonad_g,Gonad_g,Liver_g,Trap,Month,Reproductive_Status,Repro_Strategy,GSI,HSI,Fulton_Condition,SiteType,cYear
2789,2004,176,Male,DC,NA,4.94,NA,2.923,NA,NA,0,0.089,NA,June,NA,NA,0,0.03044817,2.424643925,Low contamination,-2
3839,2004,194,Male,GC,NA,7.11,NA,10.521,NA,NA,0,0.322,NA,July,NA,NA,0,0.030605456,2.927171839,Low contamination,-2
1294,2008,150,Male,DC,10.04,8.27,0.16,14.964,0.38,0,0,0.46,NA,May,NR,NA,0,0.030740444,2.645642575,Low contamination,2
16203,2021,262,Male,FP,9.57,7.42,1.29,11.308,0.21,0,0,0.35,A,September,NR,NA,0,0.030951539,2.768050977,Low contamination,15
2451,2009,170,Male,DC,7.27,5.75,0.099,5.164,0.25,0,0,0.16,NA,June,NR,NA,0,0.030983734,2.716331059,Low contamination,3
8498,2006,277,Male,DC,5.69,4.66,0.079,2.58,NA,0,0,0.08,NA,October,NA,NA,0,0.031007752,2.549540739,Low contamination,0
8035,2004,266,Male,FP,NA,5.91,NA,2.483,NA,NA,0,0.077,NA,September,NA,NA,0,0.031010874,1.202857767,Low contamination,-2
16126,2021,236,Male,LS,6.16,4.83,0.72,2.931,0.2,0,0,0.091,D,August,NR,NA,0,0.031047424,2.601204078,Low contamination,15
9141,2004,281,Male,GC,NA,7.9,NA,11.98,NA,NA,0,0.373,NA,October,NA,NA,0,0.031135225,2.429828066,Low contamination,-2
1956,2004,162,Male,DC,NA,7.42,NA,11.336,NA,NA,0,0.353,NA,June,NA,NA,0,0.031139732,2.774905012,Low contamination,-2
7361,2004,252,Male,DC,NA,7.81,NA,13.932,NA,0,0,0.439,NA,September,NA,NA,0,0.031510192,2.924558845,Low contamination,-2
7372,2004,252,Male,DC,NA,5.46,NA,4.723,NA,0,0,0.149,NA,September,NA,NA,0,0.031547745,2.901616535,Low contamination,-2
2775,2004,176,Male,DC,NA,5.64,NA,4.719,NA,NA,0,0.149,NA,June,NA,NA,0,0.031574486,2.6303447,Low contamination,-2
7701,2006,263,Male,DC,5.72,4.77,0.079,2.976,NA,0,0,0.094,NA,September,NA,NA,0,0.031586022,2.74206528,Low contamination,0
15814,2021,167,Male,SI,6.14,4.84,0.62,2.802,0.17,NA,0,0.089,C,June,NR,NA,0,0.031763026,2.471337425,High contamination,15
9133,2004,281,Male,GC,NA,8.49,NA,17.86,NA,NA,0,0.568,NA,October,NA,NA,0,0.031802912,2.918491171,Low contamination,-2
7283,2006,251,Male,LS,8.12,6.74,0.111,6.263,0.25,0,0,0.2,NA,September,NR,NA,0,0.031933578,2.045515252,Low contamination,0
8102,2004,266,Male,DC,NA,7.53,NA,11.32,NA,NA,0,0.362,NA,September,NA,NA,0,0.031978799,2.651316034,Low contamination,-2
2752,2004,176,Male,LS,NA,5.53,NA,3.749,NA,NA,0,0.12,NA,June,NA,NA,0,0.032008536,2.216869082,Low contamination,-2
16137,2021,236,Male,DC,7.26,5.65,1.01,5.001,0.16,0,0,0.161,C,August,NR,NA,0,0.032193561,2.772755089,Low contamination,15
495,2005,131,Male,FP,NA,7.06,NA,9.567,NA,NA,0,0.309,NA,May,NA,NA,0,0.032298526,2.718702401,Low contamination,-1
6056,2004,225,Male,FP,NA,7.54,NA,9.562,NA,NA,0,0.309,NA,August,NA,NA,0,0.032315415,2.230666791,Low contamination,-2
16221,2021,262,Male,DC,6.63,5.25,0.77,3.706,0.17,0,0,0.12,C,September,NR,NA,0,0.032379924,2.561105712,Low contamination,15
5903,2011,222,Male,P27,7.32,5.87,0.099,4.72,0.28,NA,0,0.153,NA,August,NR,NA,0,0.032415254,2.333606871,High contamination,5
9144,2004,281,Male,GC,NA,7.84,NA,12.633,NA,NA,0,0.41,NA,October,NA,NA,0,0.032454682,2.621550983,Low contamination,-2
1975,2004,162,Male,LS,NA,8.12,NA,14.604,NA,NA,0,0.474,NA,June,NA,NA,0,0.032456861,2.7277448,Low contamination,-2
9657,2004,295,Male,LS,NA,7.49,NA,9.421,NA,NA,0,0.306,NA,October,NA,NA,0,0.032480628,2.242082303,Low contamination,-2
4422,2008,199,Male,P27,8.26,6.75,0.105,7.566,0.28,0,0,0.247,NA,July,NR,NA,0,0.032646048,2.460112788,High contamination,2
16282,2021,290,Male,DC,5.9,4.37,0.77,2.683,0.16,0,0,0.088,A,October,NR,NA,0,0.032799105,3.214965833,Low contamination,15
9674,2004,295,Male,FP,NA,9.52,NA,23.295,NA,NA,0,0.769,NA,October,NA,NA,0,0.033011376,2.699926053,Low contamination,-2
3876,2006,194,Male,LS,8.14,6.73,0.105,7.933,0.36,0,0,0.263,NA,July,NR,NA,0,0.033152653,2.602509129,Low contamination,0
2459,2009,170,Male,DC,7.03,5.1,0.086,5.188,0.19,0,0,0.173,NA,June,NR,NA,0,0.033346184,3.911014617,Low contamination,3
8022,2004,266,Male,FP,NA,8.39,NA,13.502,NA,NA,0,0.451,NA,September,NA,NA,0,0.033402459,2.286189476,Low contamination,-2
9647,2004,295,Male,DC,NA,8.71,NA,17.827,NA,NA,0,0.596,NA,October,NA,NA,0,0.033432434,2.697887273,Low contamination,-2
5329,2010,215,Male,DC,6.79,5.5,0.1,3.8,0.27,0,0,0.128,NA,August,NR,NA,0,0.033684211,2.283996995,Low contamination,4
8111,2004,266,Male,DC,NA,7.03,NA,9.734,NA,NA,0,0.33,NA,September,NA,NA,0,0.033901788,2.801724106,Low contamination,-2
6063,2004,225,Male,FP,NA,6.91,NA,7.063,NA,NA,0,0.24,NA,August,NA,NA,0,0.033979895,2.140696328,Low contamination,-2
1945,2004,162,Male,FP,NA,7.98,NA,12.49,NA,NA,0,0.428,NA,June,NA,NA,0,0.034267414,2.457840886,Low contamination,-2
8786,2006,278,Male,GC,5.36,4.34,0.071,1.657,0.15,0,0,0.057,NA,October,NR,NA,0,0.034399517,2.026997999,Low contamination,0
7324,2004,252,Male,FP,NA,6.19,NA,5.46,NA,0,0,0.188,NA,September,NA,NA,0,0.034432234,2.302081505,Low contamination,-2
4470,2006,201,Male,P27,7.68,6.21,0.11,5.8,0.23,0,0,0.2,NA,July,NR,NA,0,0.034482759,2.421883191,High contamination,0
5870,2011,222,Male,LS,7.87,6.55,0.121,7.17,0.25,NA,0,0.25,NA,August,NR,NA,0,0.034867503,2.551498138,Low contamination,5
16165,2021,249,Male,LS,8.2,6.43,1.19,7.794,0.19,0,0,0.272,C,September,NR,NA,0,0.03489864,2.931753705,Low contamination,15
8079,2004,266,Male,GC,NA,6.41,NA,10.683,NA,NA,0,0.374,NA,September,NA,NA,0,0.035008893,4.056197937,Low contamination,-2
7365,2004,252,Male,DC,NA,7.08,NA,9.428,NA,0,0,0.332,NA,September,NA,NA,0,0.035214255,2.65656105,Low contamination,-2
7350,2004,252,Male,LS,NA,7.65,NA,11.586,NA,0,0,0.408,NA,September,NA,NA,0,0.035214915,2.587910298,Low contamination,-2
9149,2004,281,Male,GC,NA,6.5,NA,6.13,NA,NA,0,0.216,NA,October,NA,NA,0,0.035236542,2.232134729,Low contamination,-2
9671,2004,295,Male,FP,NA,8.85,NA,16.252,NA,NA,0,0.573,NA,October,NA,NA,0,0.035257199,2.34464449,Low contamination,-2
8077,2004,266,Male,GC,NA,7.14,NA,9.542,NA,NA,0,0.337,NA,September,NA,NA,0,0.035317543,2.621469305,Low contamination,-2
16146,2021,236,Male,FP,8.88,6.99,1.23,9.861,0.35,0,0,0.349,B,August,NR,NA,0,0.035391948,2.887283517,Low contamination,15
16155,2021,249,Male,FP,8.03,6.44,1.15,6.441,0.33,0,0,0.228,C,September,NR,NA,0,0.03539823,2.411546814,Low contamination,15
9640,2009,293,Male,DC,6.58,5.14,0.094,3.751,0.23,0,0,0.133,NA,October,NR,NA,0,0.035457211,2.762216449,Low contamination,3
9129,2004,281,Male,LS,NA,7.15,NA,10.357,NA,NA,0,0.368,NA,October,NA,NA,0,0.035531525,2.833451941,Low contamination,-2
3658,2006,193,Male,DC,NA,7.97,0.141,13.493,NA,0,0,0.483,NA,July,NA,NA,0,0.035796339,2.665223023,Low contamination,0
4471,2006,201,Male,P27,6.87,5.63,0.098,4.45,0.29,0,0,0.16,NA,July,NR,NA,0,0.035955056,2.493646148,High contamination,0
4962,2005,208,Male,LS,NA,8.16,NA,13.375,NA,NA,0,0.483,NA,July,NA,NA,0,0.03611215,2.461633052,Low contamination,-1
8101,2004,266,Male,DC,NA,7.38,NA,11.125,NA,NA,0,0.403,NA,September,NA,NA,0,0.036224719,2.767775968,Low contamination,-2
15817,2021,181,Male,LS,6.73,5.24,1.01,3.697,0.21,0,0,0.134,C,June,NR,NA,0,0.036245605,2.569541224,Low contamination,15
9666,2004,295,Male,FP,NA,8.64,NA,15.944,NA,NA,0,0.578,NA,October,NA,NA,0,0.036251882,2.472043213,Low contamination,-2
9568,2010,292,Male,P27,5.52,4.72,0.078,2.168,0.17,0,0,0.079,NA,October,NR,NA,0,0.036439114,2.061737081,High contamination,4
2437,2008,170,Male,LS,8.05,6.05,0.087,6.58,0.1,0,0,0.24,NA,June,NR,NA,0,0.036474164,2.971390768,Low contamination,2
7354,2004,252,Male,LS,NA,6.39,NA,7.372,NA,0,0,0.269,NA,September,NA,NA,0,0.036489419,2.825418289,Low contamination,-2
8037,2004,266,Male,FP,NA,4.21,NA,1.669,NA,NA,0,0.061,NA,September,NA,NA,0,0.036548832,2.236711904,Low contamination,-2
5861,2011,222,Male,DC,10.22,8.48,0.17,15.235,0.22,0,0,0.559,NA,August,NR,NA,0,0.036691828,2.498359331,Low contamination,5
241,2008,113,Male,P27,7.24,5.97,0.119,5.494,0.38,0,0,0.202,NA,NA,NR,NA,0,0.036767383,2.582056027,High contamination,2
16016,2021,223,Male,LS,8.99,6.9,1.12,10.655,0.12,0,0,0.393,A,August,NR,NA,0,0.036884092,3.243442341,Low contamination,15
16285,2021,290,Male,DC,7.21,5.5,0.93,4.653,0.16,0,0,0.173,A,October,NR,NA,0,0.037180314,2.796694215,Low contamination,15
7342,2004,252,Male,GC,NA,5.78,NA,4.823,NA,0,0,0.18,NA,September,NA,NA,0,0.037321169,2.497662461,Low contamination,-2
6150,2007,227,Male,SI,7.46,6.11,0.097,4.804,0.23,0,0,0.18,NA,August,NR,NA,0,0.037468776,2.106101842,High contamination,1
4490,2006,201,Male,GC,8.5,6.9,0.102,7.72,NA,0,0,0.29,NA,July,NR,NA,0,0.037564767,2.35001172,Low contamination,0
9679,2004,295,Male,FP,NA,7.74,NA,9.844,NA,NA,0,0.37,NA,October,NA,NA,0,0.037586347,2.122993786,Low contamination,-2
16086,2021,209,Male,LS,8.93,7.11,1.09,10.27,0.2,0,0,0.387,A,July,NR,NA,0,0.037682571,2.857338161,Low contamination,15
3848,2004,194,Male,DC,NA,8.16,NA,14.381,NA,NA,0,0.551,NA,July,NA,NA,0,0.038314443,2.646784667,Low contamination,-2
15225,2020,211,Female,GC,7.58,6.1,0.88,6.342,0.28,NA,0,0.243,C,July,NR,NA,0,0.038315989,2.794066464,Low contamination,14
3069,2011,179,Male,SI,8.46,6.94,0.136,9.885,0.29,0,0,0.379,NA,June,NR,NA,0,0.038340921,2.957319604,High contamination,5
7563,2009,258,Male,LS,8.16,6.8,0.117,7.396,0.3,0,0,0.284,NA,September,NR,NA,0,0.038399135,2.352177895,Low contamination,3
5333,2010,215,Male,DC,8.51,6.81,0.124,7.476,0.28,0,0,0.288,NA,August,NR,NA,0,0.038523274,2.367161872,Low contamination,4
2460,2009,170,Male,DC,8.86,5.4,0.081,4.165,0.22,0,0,0.162,NA,June,NR,NA,0,0.038895558,2.645049027,Low contamination,3
3846,2004,194,Male,DC,NA,6.73,NA,8.817,NA,NA,0,0.343,NA,July,NA,NA,0,0.038902121,2.892515189,Low contamination,-2
3514,2008,190,Male,P27,8.12,6.68,0.098,6.92,0.24,0,0,0.27,NA,July,NR,NA,0,0.039017341,2.321542866,High contamination,2
8165,2007,267,Female,FP,8.42,6.84,0.121,8.133,0.3,NA,0,0.318,NA,September,NR,NA,0,0.039099963,2.541455251,Low contamination,1
2785,2004,176,Male,DC,NA,8.48,NA,17.085,NA,NA,0,0.67,NA,June,NA,NA,0,0.039215686,2.801737393,Low contamination,-2
9125,2004,281,Male,LS,NA,9.06,NA,21.445,NA,NA,0,0.857,NA,October,NA,NA,0,0.039962695,2.883642765,Low contamination,-2
8750,2005,278,Male,LS,NA,5.61,NA,4.361,NA,NA,0,0.175,NA,October,NA,NA,0,0.040128411,2.470003126,Low contamination,-1
16293,2021,290,Male,DC,6.09,4.6,0.81,2.89,0.17,0,0,0.116,C,October,NR,NA,0,0.040138408,2.969096737,Low contamination,15
16142,2021,236,Male,FP,7.08,5.61,0.69,4.88,0.2,0,0,0.196,B,August,NR,NA,0,0.040163934,2.76395672,Low contamination,15
9127,2004,281,Male,LS,NA,8.56,NA,17.482,NA,NA,0,0.705,NA,October,NA,NA,0,0.040327194,2.787210837,Low contamination,-2
6046,2004,225,Male,FP,NA,5.73,NA,3.754,NA,NA,0,0.152,NA,August,NA,NA,0,0.040490144,1.995401996,Low contamination,-2
6038,2004,225,Male,FP,NA,6.2,NA,6.589,NA,NA,0,0.268,NA,August,NA,NA,0,0.04067385,2.764677252,Low contamination,-2
16022,2021,223,Male,LS,9.91,7.84,1.5,18.145,0.3,0,0,0.742,D,August,NR,NA,0,0.040892808,3.765379766,Low contamination,15
7348,2004,252,Male,LS,NA,7.79,NA,11.638,NA,0,0,0.48,NA,September,NA,NA,0,0.0412442,2.461874896,Low contamination,-2
9463,2005,292,Male,LS,NA,7.2,NA,9.786,NA,NA,0,0.407,NA,October,NA,NA,0,0.041590027,2.62184928,Low contamination,-1
2772,2004,176,Male,DC,NA,8.73,NA,15.655,NA,NA,0,0.652,NA,June,NA,NA,0,0.041648036,2.352937226,Low contamination,-2
1947,2004,162,Male,FP,NA,6.64,NA,8.016,NA,NA,0,0.334,NA,June,NA,NA,0,0.041666667,2.73812626,Low contamination,-2
6084,2004,225,Male,DC,NA,7.75,NA,14.189,NA,NA,0,0.594,NA,August,NA,NA,0,0.041863415,3.048222618,Low contamination,-2
16000,2021,223,Male,P27,7.34,6.03,0.84,5.83,0.19,0,0,0.246,C,August,NR,NA,0,0.04219554,2.658989475,High contamination,15
6088,2004,225,Male,DC,NA,6.85,NA,11.094,NA,NA,0,0.471,NA,August,NA,NA,0,0.042455381,3.451568104,Low contamination,-2
16010,2021,223,Male,LS,8.41,6.43,1.19,9.006,0.1,0,0,0.383,C,August,NR,NA,0,0.042527204,3.387653819,Low contamination,15
2751,2004,176,Male,LS,NA,5.91,NA,4.722,NA,NA,0,0.201,NA,June,NA,NA,0,0.042566709,2.287512838,Low contamination,-2
8067,2004,266,Male,GC,NA,7.88,NA,14.201,NA,NA,0,0.611,NA,September,NA,NA,0,0.043025139,2.902286455,Low contamination,-2
9146,2004,281,Male,GC,NA,7.59,NA,11.134,NA,NA,0,0.482,NA,October,NA,NA,0,0.043290821,2.546395683,Low contamination,-2
16168,2021,249,Male,LS,7.42,6.18,0.98,5.366,0.16,0,0,0.233,D,September,NR,NA,0,0.043421543,2.273449141,Low contamination,15
9139,2004,281,Male,GC,NA,7.3,NA,9.31,NA,NA,0,0.41,NA,October,NA,NA,0,0.044038668,2.393211608,Low contamination,-2
9166,2004,281,Male,DC,NA,6.9,NA,8.217,NA,NA,0,0.362,NA,October,NA,NA,0,0.044055008,2.501301334,Low contamination,-2
4597,2004,204,Male,LS,NA,5.92,NA,5.12,NA,NA,0,0.227,NA,July,NA,NA,0,0.044335938,2.467770912,Low contamination,-2
5864,2011,222,Male,SI,6.41,5.3,0.099,3.6,0.22,NA,0,0.16,NA,August,NR,NA,0,0.044444444,2.418103535,High contamination,5
4731,2006,207,Male,LS,8.88,7.21,0.137,10.542,NA,0,0,0.469,NA,July,NA,NA,0,0.044488712,2.812659875,Low contamination,0
16021,2021,223,Male,LS,7.91,6.09,1.08,7.726,0.11,0,0,0.344,B,August,NR,NA,0,0.044524981,3.42060421,Low contamination,15
6781,2004,239,Male,DC,NA,7.81,NA,7.63,NA,NA,0,0.34,NA,August,NA,NA,0,0.044560944,1.601664082,Low contamination,-2
6541,2010,236,Male,LS,9.89,8.1,0.149,13.443,0.31,0,0,0.61,NA,August,NR,NA,0,0.045376776,2.529537616,Low contamination,4
3833,2004,194,Male,GC,NA,8.88,NA,16.93,NA,NA,0,0.773,NA,July,NA,NA,0,0.045658594,2.417787126,Low contamination,-2
7368,2004,252,Male,DC,NA,6.81,NA,8.362,NA,0,0,0.385,NA,September,NA,NA,0,0.046041617,2.647700317,Low contamination,-2
3553,2008,191,Male,LS,7.23,5.79,0.081,4.55,0.35,0,0,0.21,NA,July,NR,NA,0,0.046153846,2.344097682,Low contamination,2
6074,2004,225,Male,LS,NA,8.07,NA,13.68,NA,NA,0,0.645,NA,August,NA,NA,0,0.047149123,2.602948006,Low contamination,-2
9143,2004,281,Male,GC,NA,6.68,NA,7.8,NA,NA,0,0.369,NA,October,NA,NA,0,0.047307692,2.61676797,Low contamination,-2
9122,2004,281,Male,LS,NA,7.66,NA,12.369,NA,NA,0,0.586,NA,October,NA,NA,0,0.047376506,2.751999056,Low contamination,-2
9115,2004,281,Male,FP,NA,7.32,NA,9.502,NA,NA,0,0.462,NA,October,NA,NA,0,0.048621343,2.422600391,Low contamination,-2
7629,2005,263,Male,LS,NA,6.21,NA,5.994,NA,NA,0,0.293,NA,September,NA,NA,0,0.048882216,2.502891008,Low contamination,-1
2771,2004,176,Male,DC,NA,9.58,NA,26.001,NA,NA,0,1.289,NA,June,NA,NA,0,0.049575016,2.95728734,Low contamination,-2
8083,2004,266,Male,GC,NA,5.5,NA,4.135,NA,NA,0,0.209,NA,September,NA,NA,0,0.050544135,2.485349361,Low contamination,-2
2763,2004,176,Male,FP,NA,6.48,NA,5.174,NA,NA,0,0.263,NA,June,NA,NA,0,0.050831078,1.901522229,Low contamination,-2
1949,2004,162,Male,FP,NA,9.16,NA,19.69,NA,NA,0,1.003,NA,June,NA,NA,0,0.050939563,2.561883019,Low contamination,-2
6778,2004,239,Male,DC,NA,6.29,NA,6.03,NA,NA,0,0.308,NA,August,NA,NA,0,0.051077944,2.423066737,Low contamination,-2
1977,2004,162,Male,LS,NA,8.81,NA,19.62,NA,NA,0,1.023,NA,June,NA,NA,0,0.052140673,2.869269077,Low contamination,-2
1948,2004,162,Male,FP,NA,8.32,NA,19.52,NA,NA,0,1.072,NA,June,NA,NA,0,0.054918033,3.389298617,Low contamination,-2
5874,2011,222,Male,LS,11.2,9.41,0.183,20.91,0.28,NA,0,1.155,NA,August,NR,NA,0,0.055236729,2.509488227,Low contamination,5
9117,2004,281,Male,FP,NA,7.04,NA,8.088,NA,NA,0,0.447,NA,October,NA,NA,0,0.055267062,2.318051952,Low contamination,-2
2757,2004,176,Male,FP,NA,9.78,NA,23.995,NA,NA,0,1.329,NA,June,NA,NA,0,0.055386539,2.565099346,Low contamination,-2
7369,2004,252,Male,DC,NA,5.66,NA,6.301,NA,0,0,0.36,NA,September,NA,NA,0,0.057133788,3.475043025,Low contamination,-2
8082,2004,266,Male,GC,NA,5.64,NA,4.208,NA,NA,0,0.244,NA,September,NA,NA,0,0.057984791,2.345516105,Low contamination,-2
2756,2004,176,Male,FP,NA,10.54,NA,29.797,NA,NA,0,1.733,NA,June,NA,NA,0,0.058160217,2.544782727,Low contamination,-2
2755,2004,176,Male,FP,NA,8.57,NA,19.235,NA,NA,0,1.119,NA,June,NA,NA,0,0.058175201,3.055974492,Low contamination,-2
6049,2004,225,Male,FP,NA,10.13,NA,28.466,NA,NA,0,1.72,NA,August,NA,NA,0,0.060422961,2.73840771,Low contamination,-2
1951,2004,162,Male,FP,NA,8.64,NA,18.425,NA,NA,0,1.143,NA,June,NA,NA,0,0.062035278,2.85671075,Low contamination,-2
6081,2004,225,Male,DC,NA,10.37,NA,34.572,NA,NA,0,2.212,NA,August,NA,NA,0,0.063982414,3.100189458,Low contamination,-2
5987,2011,222,Male,SI,5.94,4.37,0.068,1.89,0.15,NA,0,0.123,NA,August,NR,NA,0,0.065079365,2.264735529,High contamination,5
7483,2007,255,Male,DC,5.91,5.13,0.073,2.482,0.06,0,0,0.38,NA,September,NR,NA,0,0.153102337,1.838440936,Low contamination,1
16409,2021,276,Female,DC,5.5,4.56,0.77,1.99,0.13,NA,0,0.36,B,October,NR,NA,0,0.180904523,2.098739558,Low contamination,15
2777,2004,176,Male,DC,NA,4.68,NA,3.021,NA,NA,0,0.724,NA,June,NA,NA,0,0.239655743,2.947224142,Low contamination,-2
1178,2004,148,Male,GC,NA,6.89,NA,6.376,NA,NA,0,NA,NA,May,NA,NA,0,NA,1.949353682,Low contamination,-2
5486,2002,220,Male,GC,8.5,7.3,NA,7.738,NA,NA,0,NA,NA,August,NA,NA,0,NA,1.989116157,Low contamination,-4
5484,2002,220,Male,GC,9.6,8.1,NA,11.067,NA,NA,0,NA,NA,August,NA,NA,0,NA,2.082451298,Low contamination,-4
3598,2002,192,Male,LS,7.1,6.1,NA,4.755,NA,NA,0,NA,NA,July,NA,NA,0,NA,2.094889,Low contamination,-4
1183,2004,148,Male,GC,NA,8.56,NA,18.004,NA,NA,0,NA,NA,May,NA,NA,0,NA,2.870434956,Low contamination,-2
11362,2014,169,Male,LS,12.89,10.8,1.75,34.889,0.57,NA,0.001,1.412,C,June,NR,NA,2.87e-05,0.040471209,2.769601306,Low contamination,8
12024,2015,216,Male,FP,12.76,10.6,2.11,30.567,0.5,NA,0.001,1.74,C,August,NR,NA,3.27e-05,0.056924134,2.566464262,Low contamination,9
11953,2015,202,Male,DC,12.57,10.09,1.79,29.861,0.36,NA,0.001,1.649,A,July,NR,NA,3.35e-05,0.055222531,2.906905066,Low contamination,9
11533,2014,225,Male,LS,12.29,9.93,1.47,27.796,0.41,NA,0.001,1.404,C,August,NR,NA,3.6e-05,0.050510865,2.838798438,Low contamination,8
5312,2005,215,Male,LS,NA,9.89,NA,25.649,NA,NA,0.001,0.804,NA,August,NA,NA,3.9e-05,0.031346251,2.651438528,Low contamination,-1
11888,2015,174,Male,LS,12.27,10.02,1.75,23.984,0.35,NA,0.001,1.351,C,June,NR,NA,4.17e-05,0.056329219,2.38406697,Low contamination,9
11425,2014,154,Male,LS,11.62,9.47,1.31,23.345,0.49,NA,0.001,1.078,C,June,NR,NA,4.28e-05,0.046176912,2.748805058,Low contamination,8
11363,2014,169,Male,LS,11.4,9.48,1.48,21.992,0.39,NA,0.001,1.035,C,June,NR,NA,4.55e-05,0.047062568,2.581307331,Low contamination,8
11424,2014,154,Male,LS,11.78,9.47,1.24,21.166,0.45,NA,0.001,0.688,C,June,NR,NA,4.72e-05,0.032504961,2.492234219,Low contamination,8
6051,2004,225,Male,FP,NA,9.52,NA,20.797,NA,NA,0.001,0.875,NA,August,NA,NA,4.81e-05,0.042073376,2.410404041,Low contamination,-2
11534,2014,225,Male,LS,11.51,9.16,1.41,20.622,0.25,NA,0.001,0.539,C,August,NR,NA,4.85e-05,0.026137135,2.68314635,Low contamination,8
2592,2007,171,Male,FP,10.75,9.08,0.166,19.411,0.29,0,0.001,1.023,NA,June,NR,NA,5.15e-05,0.052702076,2.592927442,Low contamination,1
11473,2014,154,Male,LS,10.82,8.77,1.18,18.933,0.3,NA,0.001,0.633,B,June,NR,NA,5.28e-05,0.033433687,2.806859375,Low contamination,8
11993,2015,216,Male,LS,11.15,9.1,1.41,18.877,0.35,NA,0.001,0.634,C,August,NR,NA,5.3e-05,0.033585845,2.505006164,Low contamination,9
3987,2011,194,Male,LS,10.8,8.92,0.16,18.6,0.5,0.001,0.001,0.613,NA,July,NR,NA,5.38e-05,0.032956989,2.620706471,Low contamination,5
11585,2014,225,Male,DC,10.76,8.78,1.2,18.517,0.32,NA,0.001,0.399,B,August,NR,NA,5.4e-05,0.021547767,2.73581722,Low contamination,8
6424,2012,235,Male,LS,10.42,8.73,0.185,17.4,0.24,NA,0.001,0.528,NA,August,NR,NA,5.75e-05,0.030344828,2.615209693,Low contamination,6
11352,2014,169,Male,LS,10.56,8.64,1.13,17.257,0.3,NA,0.001,0.613,D,June,NR,NA,5.79e-05,0.035521817,2.67561777,Low contamination,8
12023,2015,216,Male,P27,10.24,8.73,1.4,17.054,0.28,NA,0.001,0.41,B,August,NR,NA,5.86e-05,0.024041281,2.563206098,High contamination,9
11077,2013,276,Male,FP,10.39,8.64,1.47,16.651,0.3,0,0.001,0.63,B,October,NR,NA,6.01e-05,0.037835565,2.581660282,Low contamination,7
11571,2014,225,Male,DC,10.59,8.69,1.14,16.443,0.29,NA,0.001,0.53,D,August,NR,NA,6.08e-05,0.032232561,2.50565762,Low contamination,8
12007,2015,216,Female,FP,10.47,8.81,1.35,16.434,0.35,NA,0.001,0.53,D,August,NR,NA,6.08e-05,0.032250213,2.403341896,Low contamination,9
11277,2014,141,Male,LS,10.17,8.13,1.65,16.273,0.34,NA,0.001,0.364,B,May,NR,NA,6.15e-05,0.02236834,3.028279717,Low contamination,8
7195,2011,250,Male,LS,10.49,8.5,0.186,16.133,0.33,NA,0.001,0.45,NA,September,NR,NA,6.2e-05,0.027893138,2.626989619,Low contamination,5
11409,2014,169,Male,FP,10.55,8.49,1.36,15.925,0.35,NA,0.001,0.47,D,June,NR,NA,6.28e-05,0.029513344,2.602294059,Low contamination,8
5489,2002,220,Male,LS,10,8.3,NA,15.744,NA,NA,0.001,NA,NA,August,NA,NA,6.35e-05,NA,2.753472884,Low contamination,-4
6970,2002,248,Male,LS,12,10.1,NA,15.666,NA,NA,0.001,NA,NA,September,NA,NA,6.38e-05,NA,1.520526526,Low contamination,-4
5062,2010,211,Male,FP,10.42,8.41,0.151,15.496,0.47,0,0.001,0.585,NA,July,NR,NA,6.45e-05,0.037751678,2.605143318,Low contamination,4
11836,2015,160,Male,LS,9.93,8.33,1.21,15.215,0.38,NA,0.001,0.23,D,June,NR,NA,6.57e-05,0.015116661,2.632309508,Low contamination,9
11445,2014,154,Male,FP,10.01,8.21,1.32,14.691,0.33,NA,0.001,0.583,D,June,NR,NA,6.81e-05,0.03968416,2.654739351,Low contamination,8
11611,2014,239,Male,LS,10.08,8.1,1.07,14.586,0.39,NA,0.001,0.844,C,August,NR,NA,6.86e-05,0.057863705,2.744613231,Low contamination,8
11605,2014,239,Male,DC,10.35,8.29,1.06,14.302,0.32,NA,0.001,0.458,B,August,NR,NA,6.99e-05,0.032023493,2.510343675,Low contamination,8
11995,2015,216,Male,LS,10.37,8.38,1.22,14.023,0.26,NA,0.001,0.291,C,August,NR,NA,7.13e-05,0.020751622,2.382916795,Low contamination,9
5873,2011,222,Male,LS,9.72,7.73,0.163,14,0.15,NA,0.001,0.36,NA,August,NR,NA,7.14e-05,0.025714286,3.031025248,Low contamination,5
6958,2002,248,Male,DC,9.8,8.3,NA,13.897,NA,NA,0.001,NA,NA,September,NA,NA,7.2e-05,NA,2.4304505,Low contamination,-4
5064,2010,211,Male,FP,9.94,8.09,0.148,13.77,0.41,0,0.001,0.602,NA,July,NR,NA,7.26e-05,0.043718228,2.600688728,Low contamination,4
11598,2014,239,Male,DC,9.46,7.48,1.2,13.756,0.35,NA,0.001,0.552,C,August,NR,NA,7.27e-05,0.040127944,3.286906677,Low contamination,8
11944,2015,202,Male,DC,9.01,7.73,1.2,13.609,0.39,NA,0.001,0.449,A,July,NR,NA,7.35e-05,0.032992872,2.946373042,Low contamination,9
11933,2015,188,Female,LS,9.32,7.7,1.38,13.58,0.45,NA,0.001,0.502,D,July,NR,NA,7.36e-05,0.036966127,2.974593293,Low contamination,9
